Name__English_,Name__Chinese_,Region_of_Focus,Language,Entity_owner__English_,Entity_owner__Chinese_,Parent_entity__English_,Parent_entity__Chinese_,X__Twitter__handle,X__Twitter__URL,X__Twitter__Follower__
Chinese Embassy in Serbia,,Serbia,Serbian,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbChina_RS,https://twitter.com/EmbChina_RS,4597
Chinese Embassy in Cuba,,Cuba,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbChinaCuba,https://twitter.com/EmbChinaCuba,4947
Chinese Embassy in Equatorial Guinea,中国驻赤道几内亚大使馆,Equatorial Guinea,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbChinaGE,https://twitter.com/EmbChinaGE,4656
Chinese Embassy in Mexico,,Mexico,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbChinaMex,https://twitter.com/EmbChinaMex,62000
Chinese Embassy in Panama,,Panama,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbChinaPa,https://twitter.com/EmbChinaPa,2822
Chinese Embassy in Venezuela,,Venezuela,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbChinaVen,https://twitter.com/EmbChinaVen,1028
Qi Mei,亓玫,Austria,German,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbQiMei,https://twitter.com/EmbQiMei,2122
Zhang Run,张润,Mexico,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,EmbZhangRun,https://twitter.com/EmbZhangRun,27100
Tian Yuzhen,田玉震,Brazil,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,eugenioT14,https://twitter.com/eugenioT14,10700
Cheng Weitong,,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,evawcheng,https://twitter.com/evawcheng,458
Explore Gansu,,Anglosphere,English,General Office of the People's Government of Gansu Province,甘肃省人民政府办公厅,Gansu Provincial People's Government,甘肃省人民政府,ExploreGansu,https://twitter.com/ExploreGansu,23800
Fang Yi,,Uganda,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,FangYi85320692,https://twitter.com/FangYi85320692,1069
Wang Xin (Fayhaa Wang),,Egypt,Arabic,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,fayhaaChina,https://twitter.com/fayhaaChina,6556
Feel China,,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,feelchina2021,https://twitter.com/feelchina2021,74
Xinhua Fly Over China,,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,flyoverchina,https://twitter.com/flyoverchina,672100
CGTN Frontline,CGTN记者团,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Frontlinestory,https://twitter.com/Frontlinestory,27500
Fu Cong,傅聪,Belgium,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,FuCong17,https://twitter.com/FuCong17,13200
Lu Guijin,律桂軍,Japan,Japanese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,FukLyuGuijun,https://twitter.com/FukLyuGuijun,2841
CGTN Full Frame,,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,FullFrameCGTN,https://twitter.com/FullFrameCGTN,1171
Fuzhou City,,Fujian,Chinese,Fuzhou Culture and Tourism Bureau,福州市文化和旅游局,Fuzhou Municipal People's Government,福州市人民政府,FuzhouCity,https://twitter.com/FuzhouCity,69200
Gabriel Liu,刘改,Brazil,Portuguese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,gabriekestabem,https://twitter.com/gabriekestabem,1742
Yin Yue (Gabriel Y. Yin),,China,Chinese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,gabrielyin,https://twitter.com/gabrielyin,20
Du Xiaohui,,Germany,German,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,GeneralkonsulDu,https://twitter.com/GeneralkonsulDu,1601
Guo Meiping (Gladys Guo),郭梅平,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,GladysGuo,https://twitter.com/GladysGuo,11
GT Business Source,,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,GlobalTimesBiz,https://twitter.com/GlobalTimesBiz,12800
GT Life,,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,GlobalTimesLife,https://twitter.com/GlobalTimesLife,1992
Global Times,环球时报,China,Chinese,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,globaltimesnews,https://twitter.com/globaltimesnews,"1,800,000"
CGTN Global Watch,CGTN《环球瞭望》,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,GlobalWatchCGTN,https://twitter.com/GlobalWatchCGTN,2878
"Jiangsu, China",,Anglosphere,English,Jiangsu Provincial Department of Cultural & Tourism,江苏省文化和旅游厅,Jiangsu Provincial People's Government,江苏省人民政府,GoJiangsu,https://twitter.com/GoJiangsu,160600
GT Opinion,,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,GtOpinion,https://twitter.com/GtOpinion,3297
Guancha Syndicate News,观察者网（新闻）,China,Chinese,"Shanghai Guanchazhe Information Technology Co.,Ltd",上海观察者信息技术有限公司,Shanghai Academy of Social Sciences (SASS),上海社会科学院,GuanchaNewMedia,https://twitter.com/GuanchaNewMedia,15800
Guangming Daily,光明日报,China,Chinese,Guangming Daily Press,光明日报社,Central Publicity Department,中共中央宣传部,Guangming_Daily,https://twitter.com/Guangming_Daily,226200
Guan Xin,关馨,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,GuanXinTweets,https://twitter.com/GuanXinTweets,3335
"Guilin, China",桂林网,Guangxi,English,GLTVS,桂林广播电视台,Guilin Municipal People's Government,桂林市人民政府,Guilin__China,https://twitter.com/Guilin__China,51900
Guyan Muchan,孤烟暮蝉,China,Chinese,Guangdong Provincial Cyberspace Administration,广东省网信办,Office of the Cybersecurity and Information Technology Committee of the Guangdong Provincial Committee,中共广东省委网络安全和信息化委员会办公室,guyanmuchan001,https://twitter.com/guyanmuchan001,49000
Gwadar Pro,,Pakistan,Urdu,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Gwadar_Pro,https://twitter.com/Gwadar_Pro,53900
Gong Zhe,巩喆,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,gz1988,https://twitter.com/gz1988,37
Haiwai Net (People's Daily Overseas),海外网,USA,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,haiwainet,https://twitter.com/haiwainet,1343
Haiwai Net (US Fusion Center),海外网美国融媒体中心,USA,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,haiwaiwangUS,https://twitter.com/haiwaiwangUS,14600
Yu Yangtao (حكيم),于杨涛,Algeria,Arabic,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Hakimyu2,https://twitter.com/Hakimyu2,3348
Henan TV,河南公共频道,Henan,Chinese,Henan Broadcasting System,河南广播电视台,Henan Provincial Committee,中共河南省委,Henan_TV,https://twitter.com/Henan_TV,2411
He Rulong,何儒龙,Iceland,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,HeRulong,https://twitter.com/HeRulong,6747
He Weiwei,何卫卫,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,heweiwei_,https://twitter.com/heweiwei_,267
Chen Peijie,陈佩洁,Brazil,Chinese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Hongchencuxian,https://twitter.com/Hongchencuxian,2821
Wang Hao,,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,hongfenghuang,https://twitter.com/hongfenghuang,11300
Zhang Hongtie,,Anglosphere,English,Information Department of Foreign Ministry,外交部新闻司,Ministry of Foreign Affairs,中华人民共和国外交部,HongtieZhang,https://twitter.com/HongtieZhang,335
Hu Bin,胡滨,São Tomé and Príncipe,Portuguese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,HU_Bin_CHN,https://twitter.com/HU_Bin_CHN,2111
Huang Jiyuan,,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,huang_jiyuan,https://twitter.com/huang_jiyuan,573
Global Times Net,环球网,China,Chinese,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,Huanqiu_com,https://twitter.com/Huanqiu_com,71900
Zhao Huanxin,,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,huanxinzhao,https://twitter.com/huanxinzhao,1747
Gao Huijun,,Indonesia,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,hui48298914,https://twitter.com/hui48298914,101
Hunan Times,湖南时刻,Hunan,English,Hunan Rednet New Media Group,湖南红网新媒体集团有限公司,Hunan Provincial Committee,中共湖南省委,HunanTimes,https://twitter.com/HunanTimes,1328
Hu Xijin,胡锡进,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,HuXijin_GT,https://twitter.com/HuXijin_GT,548800
Charming Changzhou,,Jiangsu,English,Jiangsu Provincial Department of Cultural & Tourism,江苏省文化和旅游厅,Jiangsu Provincial People's Government,江苏省人民政府,iChangzhou,https://twitter.com/iChangzhou,19100
iChongqing,爱重庆,Chongqing,English,Chongqing International Communication Center,重庆国际传播中心,Chongqing Municipal Committee,中共重庆市委,iChongqing_CIMC,https://twitter.com/iChongqing_CIMC,189300
Discover China,,Anglosphere,English,China International Communications Group (CICG),中国外文出版发行事业局,Central Publicity Department,中共中央宣传部,idiscoverchina,https://twitter.com/idiscoverchina,125
"Guizhou, China",,Anglosphere,English,China Daily Press,中国日报社,Guizhou Provincial People's Government,贵州省人民政府,iloveguizhou,https://twitter.com/iloveguizhou,49400
Chinese Embassy in Lithuania,中国驻立陶宛代办处,Lithuania,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,in_embassy,https://twitter.com/in_embassy,17100
Zhang Qitong (QiTong Channel / Цитун Чжан),,Russia,Russian,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,IN_Studio2020,https://twitter.com/IN_Studio2020,90
In Qingdao (Meet Qingdao),,Anglosphere,English,Qingdao MOFCOM,青岛市商务局,Qingdao Municipal People's Government,青岛市人民政府,InQingdao,https://twitter.com/InQingdao,190100
Insight Ningbo,,Zhejiang,English,China Daily Press,中国日报社,Ningbo Municipal People's Government,宁波市人民政府,InsightNingbo,https://twitter.com/InsightNingbo,52900
iPanda,熊猫频道,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,ipandacom,https://twitter.com/ipandacom,159500
Insight Xiangshan,,Anglosphere,English,Zhejiang Media Group (ZMG),浙江广播电视集团新蓝网,Zhejiang Provincial People's Government,浙江省人民政府,IXiangshan,https://twitter.com/IXiangshan,29500
"Zhejiang, China",,Anglosphere,English,China Daily Press,中国日报社,Zhejiang Provincial People's Government,浙江省人民政府,izhejiang,https://twitter.com/izhejiang,88500
Chinese Consulate General in Jeju-Do,中国驻济州总领事馆,South Korea,Korean,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,jejuZLG,https://twitter.com/jejuZLG,2279
Zang Shijie (Jessica Zang),臧诗洁,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,JessicaZ1018,https://twitter.com/JessicaZ1018,3083
Jiang Jiang,姜江,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,JiangJiang43,https://twitter.com/JiangJiang43,2759
Li Jianhua,李建华,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,JianhuaLi4,https://twitter.com/JianhuaLi4,301
"Jilin, China",,Jilin,English,China Daily Press,中国日报社,Jilin Provincial People's Government,吉林省人民政府,JilinChina,https://twitter.com/JilinChina,29300
Jing Feng,,Mexico,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,JingFeng22,https://twitter.com/JingFeng22,1571
Li Jingjing,李菁菁,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Jingjing_Li,https://twitter.com/Jingjing_Li,30000
Ji Tao,,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,jtao98,https://twitter.com/jtao98,3753
Jiang Wei (Julio Jiang),姜伟,Panama,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,juliojiangwei,https://twitter.com/juliojiangwei,7880
Kui Yingchun (Kate Kui),蒉莺春,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,katekuibeijing,https://twitter.com/katekuibeijing,622
Mi Xue (Katie Mi),,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,KatieMi17,https://twitter.com/KatieMi17,18
Jilin Daily,吉林日报,Jilin,Chinese,Jilin Daily Press,吉林日报社(吉林日报报业集团),Jilin Provincial Committee,中共吉林省委,kimnaying,https://twitter.com/kimnaying,12200
Cao Bing,,Japan,Japanese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,kooricuc,https://twitter.com/kooricuc,930
Liu Kun,,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,KunkunkunLiu,https://twitter.com/KunkunkunLiu,106
Learn Chinese,,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,learnchineese,https://twitter.com/learnchineese,378
Han Yingya (Lena Han / LenaStudio),,la Francophonie,French,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,lena90830,https://twitter.com/lena90830,388
Li Qian (Leona Li),,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,Leona_BJ,https://twitter.com/Leona_BJ,22
Li Baorong,,Venezuela,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,Li_Baorong,https://twitter.com/Li_Baorong,8850
Li Xiaosi,,Austria,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,li_xiaosi,https://twitter.com/li_xiaosi,47800
Li Yang,,Anglosphere,English,Information Department of Foreign Ministry,外交部新闻司,Ministry of Foreign Affairs,中华人民共和国外交部,Li_Yang_China,https://twitter.com/Li_Yang_China,40900
Li Bijian,李碧建,Anglosphere,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,libijian2,https://twitter.com/libijian2,101800
Lin Nan,林楠,Anglosphere,English,Chengdu Municipal People's Government,成都市人民政府,Chengdu Municipal Committee,中共成都市委,Lin_Nan1,https://twitter.com/Lin_Nan1,2361
Fan Lingzhi,范凌志,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,lingzhi_van,https://twitter.com/lingzhi_van,293
Lin Hao,,Thailand,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,LinHao_BKK,https://twitter.com/LinHao_BKK,11300
Liu Bo,刘波,Hispanophone,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,liuboleo2,https://twitter.com/liuboleo2,2399
Liu Chang,刘畅,Panama,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,LiuChan14790671,https://twitter.com/LiuChan14790671,712
Liu Hongyang,,Malawi,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,LiuHongyang4,https://twitter.com/LiuHongyang4,2571
Liu Yongfeng,,African Union,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,liupheonix,https://twitter.com/liupheonix,23400
Liu Xin (Emily Liu),,Xinjiang,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,LiuXin_Emily,https://twitter.com/LiuXin_Emily,2418
Liu Xin,刘欣,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,LiuXininBeijing,https://twitter.com/LiuXininBeijing,246100
Liu Yan,,Netherlands,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,LiuYanCHN,https://twitter.com/LiuYanCHN,551
Liu Yutong,刘禹同,Anglosphere,English,Information Department of Foreign Ministry,外交部新闻司,Ministry of Foreign Affairs,中华人民共和国外交部,LiuYutongpost,https://twitter.com/LiuYutongpost,183
Zhu Liying,朱立英,Mauritius,French,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,LiyingZHU1,https://twitter.com/LiyingZHU1,7800
Love Jiaxing,禾点点,Zhejiang,Chinese,"Jiaxing Radio and Television Media Co., Ltd.",嘉兴市广电传媒有限公司,Jiaxing Municipal Committee,中共嘉兴市委,lovejiaxing,https://twitter.com/lovejiaxing,2
Xu Tiefei,徐铁飞,Costa Rica,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,luisxu9,https://twitter.com/luisxu9,2236
Luo Will,,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,luowill1978,https://twitter.com/luowill1978,665
Jie Lynn (Lynn's Fantasy),,la Francophonie,French,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,LYNNJie3,https://twitter.com/LYNNJie3,300
Ma Dashuai,,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,machinpl,https://twitter.com/machinpl,3098
Ma Hui,马辉,Cuba,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,MahuiChina,https://twitter.com/MahuiChina,59800
Yan Yiqiang,,Russia,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,MAKSIMYQY,https://twitter.com/MAKSIMYQY,8696
Tao Yuan (Martha Tao),陶源,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,MarthayTao,https://twitter.com/MarthayTao,70
Martina Fuchs,,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,martinaglobal,https://twitter.com/martinaglobal,38500
China Daily (Media Unlocked),起底,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,MediaUnlock,https://twitter.com/MediaUnlock,433
Zhang Lin (Melody Zhang),张琳,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,MelodyZ77141898,https://twitter.com/MelodyZ77141898,3
Foreign Ministry Spokesperson,发言人办公室,Anglosphere,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,MFA_China,https://twitter.com/MFA_China,666400
Miao Xiaojuan,缪晓娟,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,MiaoXiaojuan,https://twitter.com/MiaoXiaojuan,6577
Mingala News,缅甸吉祥网,Myanmar,Burmese,Yunnan Media Group (YMG),云南广播电视台,Yunnan Provincial Committee,中共云南省委,mingalanews,https://twitter.com/mingalanews,182
Wang Mingjie,,UK,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,MingjieReporter,https://twitter.com/MingjieReporter,305
Zhou Yiqiu (Rachel Zhou / Miss Wow),周忆秋,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,MissWow66,https://twitter.com/MissWow66,776
Waruni JZ,,Sri Lanka,Sinhalese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,MMMKKK56665147,https://twitter.com/MMMKKK56665147,340
Zhang Meng (Monica Zhang),张梦,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,mmMonicaZhang,https://twitter.com/mmMonicaZhang,58
Modern Express Post,现代快报,Jiangsu,English,Phoenix Media Investment (Holdings) Limited,鳳凰衛視投資（控股）有限公司,Bauhinia Culture Holdings Limited,紫荆文化集团,ModernExpressEN,https://twitter.com/ModernExpressEN,2126
Ministry of Commerce (MOFCOM),中华人民共和国商务部,China,Chinese,Ministry of Commerce Information Office,商务部新闻办公室,Ministry of Commerce (MOFCOM),中华人民共和国商务部,MOFCOM_China,https://twitter.com/MOFCOM_China,8092
Mundo China,,Lusophone,Portuguese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,mundo_china,https://twitter.com/mundo_china,6719
Muyi Dima (مويي),,MENA,Arabic,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,muyi_dima,https://twitter.com/muyi_dima,15000
Wang Yingying (A-Chan / Aちゃん),王颖颖,Japan,Japanese,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,ooeieiwyy,https://twitter.com/ooeieiwyy,3435
Ou Jianhong,,El Salvador,Spanish,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,oujianhong,https://twitter.com/oujianhong,15200
Panda Paws,,USA,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,panda_paws,https://twitter.com/Panda_Paws_,2235
Pandaorama,,USA,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,PandaoramaLink,https://twitter.com/PandaoramaLink,414
Patrick Zheng,,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,PatrickZhengCHN,https://twitter.com/PatrickZhengCHN,42500
People's Daily USA,,USA,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,pd_northamerica,https://twitter.com/pd_northamerica,195
People's Daily,人民日报,China,Chinese,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDChina,https://twitter.com/PDChina,"6,600,000"
People's Daily Business (Modern China),,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDChinaBusiness,https://twitter.com/PDChinaBusiness,884200
People's Daily Hong Kong,人民日报香港版,Hong Kong,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDChinaHK,https://twitter.com/PDChinaHK,4494
People's Daily Life,人民文旅,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDChinaLife,https://twitter.com/PDChinaLife,"1,900,000"
People's Daily Sport China,人民日报体育,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDChinaSports,https://twitter.com/PDChinaSports,"1,000,000"
People's Daily Traditional Chinese,人民日報,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDChinese,https://twitter.com/PDChinese,"956,700"
People's Daily Online Australia,人民网澳洲版,Australia,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PDOAUS,https://twitter.com/PDOAUS,13300
Zhang Peijin,,Anglosphere,English,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,peijin_zhang,https://twitter.com/peijin_zhang,2867
Xu Pan Yiru,,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,PenicilinPan,https://twitter.com/PenicilinPan,2629
People's Daily App,,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,PeoplesDailyapp,https://twitter.com/PeoplesDailyapp,4223
Phoenix TV News,凤凰资讯,Anglosphere,English,Phoenix Media Investment (Holdings) Limited,鳳凰衛視投資（控股）有限公司,Bauhinia Culture Holdings Limited,紫荆文化集团,PhoenixTV_News,https://twitter.com/PhoenixTV_News,43600
Zhang Lizhong,,Uganda,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,PRC_Amb_Uganda,https://twitter.com/PRC_Amb_Uganda,6517
Chen Song,,Nepal,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,PRCAmbNepal,https://twitter.com/PRCAmbNepal,71400
Xu Hong,,Netherlands,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,PRCAmbNL,https://twitter.com/PRCAmbNL,4897
Chinese Embassy in Czech Rep.,中国驻捷克大使馆,Czech Rep.,Czech,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,prcembassyprg,https://twitter.com/prcembassyprg,121
Chinese Embassy In Nepal,,Nepal,English,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,PRCSpoxNepal,https://twitter.com/PRCSpoxNepal,2680
Lucas Zhuang,,Brazil,Portuguese,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,promisingzhuang,https://twitter.com/promisingzhuang,5191
Gu Qianwen,顾倩雯,Anglosphere,English,China Daily Press,中国日报社,Central Publicity Department,中共中央宣传部,qianwen_gu,https://twitter.com/qianwen_gu,2019
Chen Qingqing,,Anglosphere,English,People's Daily Press,人民日报社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,qingqingparis,https://twitter.com/qingqingparis,13700
Qiushi,求是,China,Chinese,Qiushi Magazine Press,求是杂志社,Central Committee of the Chinese Communist Party,中国共产党中央委员会,QiushiJournal,https://twitter.com/QiushiJournal,7334
Quan Quan,全权,Algeria,Arabic,Ministry of Foreign Affairs,中华人民共和国外交部,Ministry of Foreign Affairs,中华人民共和国外交部,QuanQuan_1231,https://twitter.com/QuanQuan_1231,3159
CRI Albanian (Radio Ejani),,Albania,Albanian,China Media Group (CMG),中央广播电视总台,Central Publicity Department,中共中央宣传部,RadioEjani,https://twitter.com/RadioEjani,6111
Guancha Syndicate,观察者网,China,Chinese,"Shanghai Guanchazhe Information Technology Co.,Ltd",上海观察者信息技术有限公司,Shanghai Academy of Social Sciences (SASS),上海社会科学院,realGuancha,https://twitter.com/realGuancha,71500
Ren Ke,任珂,Anglosphere,English,Xinhua News Agency,新华社,State Council,中华人民共和国国务院,RenKeNews,https://twitter.com/RenKeNews,45400
